Date,Hardware Identifier,What Failed,Description of Failure,Action Taken
11/13/2007 17:56,node 255,DISK,replaced 73gig drive sdf,REPLACE
11/13/2007 17:56,node 255,DISK,replaced 73gig drive sdi,REPLACE
11/13/2007 17:57,node 259,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 17:57,node 262,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 17:58,node 264,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 17:58,node 265,DISK,replaced 73gig drive sdf,REPLACE
11/13/2007 17:59,Lustre Storage System 01,HSV,replaced 72gig drive 3/12,REPLACE
11/13/2007 17:59,Lustre Storage System 01,HSV,replaced 72gig drive 2/7,REPLACE
11/13/2007 18:00,Lustre Storage System 16,HSV,replaced 72gig drive 11/13,REPLACE
11/13/2007 18:01,Home Storage System 4,HSV,replaced 72gig drive 1/2,REPLACE
11/13/2007 18:02,node 0,DISK,reran test passed the second time replaced nothing,DIAGNOSTICS
11/13/2007 18:02,node 8,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 18:03,node 13,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 18:03,node 22,DISK,replaced 73gig drive sdi,REPLACE
11/13/2007 18:03,node 33,DISK,replaced 73gig drive sde,REPLACE
11/13/2007 18:04,node 39,DISK,reran test passed didn't replace anything,DIAGNOSTICS
11/13/2007 18:04,node 43,DISK,replaced 73gig drive sdc,REPLACE
11/13/2007 18:05,node 108,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 18:05,node 134,DISK,reran test passed didn't replace anything,DIAGNOSTICS
11/13/2007 18:05,node 137,DISK,replaced 73gig drive sde,REPLACE
11/13/2007 18:06,node 139,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 18:06,node 141,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 18:07,node 248,DISK,replaced 73gig drive sdc,REPLACE
11/13/2007 18:07,node 344,DISK,replaced 73gig drive sdb,REPLACE
11/13/2007 18:07,node 444,DISK,replaced 73gig drive sdg,REPLACE
11/13/2007 18:08,node 501,DISK,replaced 36gig drive sdd,REPLACE
11/13/2007 18:08,node 557,DISK,replaced 73gig drive sdf,REPLACE
11/14/2007 17:15,node 70,DISK,replaced 73gig drive sde,REPLACE
11/14/2007 17:15,node 137,DISK,replaced 73gig drive sdg,REPLACE
11/14/2007 17:16,node 288,DIMM,1 pdt entry on dimms 0A and 1A,DIAGNOSTICS
11/14/2007 17:17,node 133,PLATFORM,doesn't see sdg or sdh. troubleshooting points to system board replaced system board. tested good,PENDING
11/14/2007 17:17,Lustre Storage System 05,HSV,replaced 73gig drive 3/3,REPLACE
11/14/2007 17:18,Lustre Storage System 11,HSV,replaced 73gig drive 10/2,REPLACE
11/14/2007 17:18,Lustre Storage System 16,HSV,replaced 73gig drive 11/8,REPLACE
11/14/2007 17:19,Lustre Storage System 17,HSV,replaced 73gig drive 3/7,REPLACE
11/15/2007 17:22,node 70,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
11/15/2007 17:22,node 466,DISK,replaced 36gig drive sdd,REPLACE
11/15/2007 17:23,Lustre Storage System 01,HSV,replaced 72gig drive 1/12,REPLACE
11/15/2007 17:24,Lustre Storage System 12,HSV,replaced 73gig drive 6/11,REPLACE
11/15/2007 17:24,Lustre Storage System 13,HSV,replaced 72gig drive 3/11,REPLACE
11/15/2007 17:24,Lustre Storage System 32,HSV,replaced 72gig drive 10/14,REPLACE
11/16/2007 17:28,node 444,PLATFORM,troubleshooting pointed to problem with system board replaced system board,REPLACE
11/16/2007 17:29,node 445,OS,crash caused by power cable falling out replaced booted fine,REBOOT
11/16/2007 17:30,node 459,CABLE,replaced top scsi cable,REPLACE
11/16/2007 17:30,node 85,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
11/16/2007 17:31,Lustre Storage System 08,HSV,replaced 72gig drive 2/5,REPLACE
11/16/2007 17:31,Lustre Storage System 12,HSV,replaced 72gig drive 6/6,REPLACE
11/19/2007 17:43,node 130,CPU,replaced cpu0 due to LED error,REPLACE
11/19/2007 17:44,node 153,PLATFORM,rebooted node due to led error,REBOOT
11/19/2007 17:44,node 336,DISK,replaced 73gig drive sdh,REPLACE
11/19/2007 17:45,node 661,PLATFORM,rebooted node due to LED error,REBOOT
11/19/2007 17:45,node 732,CPU,44 MC cache check errors on cpu0,DIAGNOSTICS
11/19/2007 17:46,node 813,MISC,replaced system board battery due to LED err,REPLACE
11/19/2007 17:47,node 902,PLATFORM,rebooted node due to led error,REBOOT
11/19/2007 17:47,node 135,CPU,replaced cpu1 due to led error,REPLACE
11/19/2007 17:48,node 304,DISK,replaced 73gig drive sdc,REPLACE
11/19/2007 17:48,node 485,PLATFORM,rebooted node to clear led error,REBOOT
11/19/2007 17:48,node 504,CPU,replaced cpu0 due to led error,REPLACE
11/20/2007 13:31,Lustre Storage System 09,HSV,replaced 72gig drive 2/14,REPLACE
11/21/2007 13:32,Lustre Storage System 02,HSV,replaced 72gig drive 6/10,REPLACE
11/26/2007 13:33,node 130,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
11/26/2007 13:33,node 166,DISK,replaced 73gig drive sdf,REPLACE
11/26/2007 13:34,node 337,DISK,replaced 73gig drive sdf,REPLACE
11/26/2007 13:34,node 340,DIMM,no trouble found,DIAGNOSTICS
11/26/2007 13:37,node 503,DISK,replaced 73gig drive sdg,REPLACE
11/26/2007 13:37,node 690,DIMM,replaced 1gig dimm 2A due to 100 pdt entries,REPLACE
11/26/2007 13:38,node 874,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
11/26/2007 13:38,node 223,DISK,replaced 73gig drive sdi,REPLACE
11/26/2007 13:39,node 516,DISK,replaced 73gig drive sde,REPLACE
11/26/2007 13:40,Lustre Storage System 03,HSV,replaced 72gig drive 11/2,REPLACE
11/26/2007 13:41,Lustre Storage System 05,HSV,replaced 72gig drive 2/8,REPLACE
11/26/2007 13:41,Lustre Storage System 17,HSV,replaced fan 1 on enclosure 3,REPLACE
11/26/2007 13:42,Lustre Storage System 29,HSV,replaced 72gig drive 2/2,REPLACE
11/27/2007 13:48,node 791,DIMM,all hardware passed diagnostics,DIAGNOSTICS
11/28/2007 13:49,Lustre Storage System 05,HSV,replaced 72gig drive 2/9,REPLACE
11/28/2007 13:49,node 319,DISK,replaced 73gig drive sdg,REPLACE
11/28/2007 13:50,node 893,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
11/29/2007 13:50,node 104,CPU,replaced cpu0 due to high error count,REPLACE
11/30/2007 14:22,node 523,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
11/30/2007 14:22,node 496,DISK,replaced 73gig drive sdc,REPLACE
12/3/2007 14:26,node 56,OS,reimaged node,UPDATE_SW
12/3/2007 14:26,node 132,DISK,replaced 73gig drive sdi,REPLACE
12/3/2007 14:28,node 911,DISK,replaced 36gig drive sda,REPLACE
12/3/2007 14:28,Lustre Storage System 11,HSV,replaced blower 1 on enclosure 9,REPLACE
12/3/2007 14:29,node 224,DISK,replaced 73gig drive sdb,REPLACE
12/3/2007 14:29,node 921,DIMM,90 pdt entries on dimm 0A 1 pdt entry on dimm 5A,DIAGNOSTICS
12/3/2007 14:30,Lustre Storage System 01,HSV,replaced 72gig drive 2/14,REPLACE
12/3/2007 14:30,Lustre Storage System 02,HSV,replaced 72gig drive 7/13,REPLACE
12/4/2007 10:42,node 94,DISK,replaced 73gig drive sdb,REPLACE
12/5/2007 10:43,Lustre Storage System 32,HSV,replaced controller 0348 due to double bit error,REPLACE
12/5/2007 10:45,node 878,DISK,replaced 36gig drive sdb,REPLACE
12/6/2007 10:48,node 355,CPU,replaced cpu1 due to mca error analysis,REPLACE
12/6/2007 10:48,node 553,DIMM,replaced 1gig dimm 1B due to failing dimm diagnostics,REPLACE
12/10/2007 10:49,node 421,DISK,replaced 73gig drive sdh,REPLACE
12/10/2007 10:50,node 445,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
12/10/2007 10:50,node 574,PLATFORM,replaced system board due to I/O problems on system board,REPLACE
12/11/2007 10:52,node 230,DISK,replaced 73gig drive sdc,REPLACE
12/12/2007 10:53,node 893,DISK,replaced 36gig drive sda,REPLACE
12/17/2007 10:55,node 222,DISK,replaced 73gig drive sdf,REPLACE
12/17/2007 10:56,node 266,DISK,replaced 73gig drive sde,REPLACE
12/17/2007 13:23,node 466,OS,rebooted node passed diags,REBOOT
12/17/2007 13:23,node 574,OS,system board previously replaced reimaged passed diags,UPDATE_SW
12/17/2007 13:25,node 595,OS,reimaged node passed diagnostics,UPDATE_SW
12/18/2007 13:59,node 574,DISK,replaced 36gig drive sda,REPLACE
12/18/2007 13:59,node 574,DISK,replaced 36gig drive sdb,REPLACE
12/18/2007 14:00,node 825,CABLE,determined lan cable failed replaced,REPLACE
12/18/2007 14:10,node 187,CPU,replaced cpu 1 due to 100 mc cache errors,REPLACE
12/18/2007 14:10,node 445,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
12/18/2007 14:12,node 302,DISK,replaced 73gig drive,REPLACE
12/18/2007 14:13,node 562,DIMM,13 pdt entries on dimm 0A,DIAGNOSTICS
12/21/2007 14:15,node 165,DISK,replaced 73gig drive sdb,REPLACE
12/21/2007 14:15,node 305,OS,all hardware passed diagnostics,DIAGNOSTICS
12/21/2007 14:16,node 574,SCSI_BP,replaced internal scsi backplane,REPLACE
12/21/2007 14:17,node 932,DISK,replaced 36gig dirve sda,REPLACE
12/26/2007 14:19,node 102,DISK,replaced 73gig drive sde,REPLACE
12/26/2007 14:20,node 111,DISK,replaced 73gig drive sdb,REPLACE
12/26/2007 14:28,node 224,DIMM,1 pdt on dimms 5A 1B and 3A,DIAGNOSTICS
12/26/2007 14:29,node 225,DIMM,12 pdt entries on dimm 3B,DIAGNOSTICS
12/26/2007 14:29,node 466,DIMM,15 cache check errors on cpu 0,DIAGNOSTICS
12/26/2007 14:34,node 476,DISK,replaced 73gig drive sde,REPLACE
12/26/2007 14:35,node 496,DIMM,53 mc cache check errors on cpu0,DIAGNOSTICS
12/26/2007 14:35,node 595,DISK,replaced 36gig drive sda,REPLACE
12/26/2007 14:38,node 616,DIMM,7 mc cache check errors on cpu 1,DIAGNOSTICS
12/26/2007 14:38,node 639,CPU,replaced cpu0 due to 153 mc cache check errors,REPLACE
12/26/2007 15:06,node 781,CPU,mca analysis pointed to cpu0 replaced,REPLACE
12/26/2007 15:07,node 826,DIMM,replaced 1gig dimm 2A,REPLACE
12/26/2007 15:07,node 891,CPU,14 mc cache check errors on cpu0,DIAGNOSTICS
12/26/2007 15:23,Lustre Storage System 09,HSV,replaced 72gig drive 2/13,REPLACE
12/26/2007 15:24,Lustre Storage System 23,HSV,replaced 72gig drive 9/8,REPLACE
12/26/2007 15:24,node 611,CPU,replaced cpu 0 due to over 100 mc cache check errors,REPLACE
12/27/2007 15:29,node 305,OS,rebooted node error cleared,REBOOT
12/27/2007 15:29,node 537,MISC,LED error pointed to system board battery replaced,REPLACE
12/27/2007 15:30,Lustre Storage System 19,HSV,replaced 72gig drive 9/9,REPLACE
12/27/2007 15:31,node 776,DIMM,replaced 1gig dimm 1B due to 100 pdt entries,REPLACE
12/28/2007 15:34,node 595,PLATFORM,replaced system board,REPLACE
12/28/2007 15:35,node 728,DIMM,replaced 1gig dimm 0A,REPLACE
12/31/2007 15:35,node 165,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
12/31/2007 15:36,node 231,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
12/31/2007 15:36,node 297,DIMM,all hardware passed diagnostics,DIAGNOSTICS
12/31/2007 15:37,node 300,DISK,replaced 73gig drive sdc,REPLACE
12/31/2007 15:38,node 392,DISK,replaced 36gig drive sdd,REPLACE
1/2/2008 14:31,node 728,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
1/2/2008 14:34,node 917,DISK,replaced 36gig drive sdb,REPLACE
1/3/2008 14:34,node 476,CNTLR,replaced ds2100,REPLACE
1/7/2008 14:35,node 267,DISK,replaced 73gig drive sdg,REPLACE
1/7/2008 14:36,node 434,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
1/7/2008 14:36,node 623,OS,dump didn't finish rebooted node,REBOOT
1/7/2008 14:37,node 740,DIMM,no errors found in logs all hardware passed diagnostics,DIAGNOSTICS
1/7/2008 14:38,node 958,DIMM,replaced 1gig dimm 0A,REPLACE
1/7/2008 14:38,test node 4,CABLE,replaced scsi cable and terminator,REPLACE
1/8/2008 14:39,node 144,DISK,replaced 73gig drive sdf,REPLACE
1/8/2008 14:40,node 271,DIMM,No error in mdstat reimaged node and speed tested,MISC
1/8/2008 14:40,node 305,DISK,replaced 73gig drive sdb,REPLACE
1/8/2008 14:41,node 305,DISK,replaced 73gig drive sdc,REPLACE
1/8/2008 14:42,node 305,DISK,replaced 73gig drive sde,REPLACE
1/8/2008 14:42,node 305,DISK,replaced 73gig drive sdf,REPLACE
1/8/2008 14:43,node 305,DISK,replaced 73gig drive sdg,REPLACE
1/8/2008 14:43,node 305,DISK,replaced 73gig drive sdh,REPLACE
1/8/2008 14:44,node 735,DIMM,1 pdt entry on dimm 5B,DIAGNOSTICS
1/8/2008 14:44,Lustre Storage System 07,HSV,replaced 72gig drive 10/11,REPLACE
1/10/2008 14:46,node 66,DISK,replaced 73gig drive sdb,REPLACE
1/11/2008 14:47,node 789,OS,Hard power cycled node node came up clean,P_CYCLE
1/11/2008 14:48,Lustre Storage System 11,HSV,replaced 72gig drive 10/5,REPLACE
1/11/2008 14:49,Quadrics Switch 1 Node Level 11,ELAN4,replaced blade errors cleared,REPLACE
1/14/2008 14:52,node 66,DISK,reimaged node passed speed test,UPDATE_SW
1/14/2008 14:53,node 153,ELAN4,reseated elan 4 cable passed tests,RESEAT
1/14/2008 14:53,node 177,DISK,replaced 36gig drive sdd,REPLACE
1/14/2008 14:54,node 302,DISK,replaced 36gig drive sdd,REPLACE
1/14/2008 14:54,node 302,DISK,replaced 73gig drive sde,REPLACE
1/14/2008 14:55,node 591,DISK,replaced 36gig drive sdb,REPLACE
1/14/2008 14:56,node 636,DISK,replaced 36gig drive sdb,REPLACE
1/14/2008 14:57,node 707,DISK,reimaged node returned to cluster,UPDATE_SW
1/14/2008 14:58,node 734,DISK,replaced 36gig drive sdb,REPLACE
1/14/2008 14:58,node 789,OS,node was reimaged and returned to cluster,UPDATE_SW
1/14/2008 15:00,node 63,CPU,replaced cpu0 due to 324 mc cache check errors,REPLACE
1/15/2008 15:01,node 302,CNTLR,replaced top ds2100,REPLACE
1/15/2008 15:02,node 398,DISK,replaced 73gig drive sdc,REPLACE
1/15/2008 15:03,node 572,DIMM,1 pdt entry on dimm 2B,DIAGNOSTICS
1/15/2008 15:56,node 485,OS,Rebooted node padded diagnostics,REBOOT
1/16/2008 15:58,node 485,OS,Rebooted node passed diagnostics,REBOOT
1/16/2008 15:59,node 744,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
1/17/2008 15:59,node 103,CABLE,replaced cable connected to the bottom ds2100,REPLACE
1/17/2008 16:00,node 186,DIMM,1 pdt entry on dimm 4A,DIAGNOSTICS
1/17/2008 16:01,test node 5,DISK,replaced 73gig drive sdc,REPLACE
1/17/2008 16:02,node 317,DISK,replaced 73gig drive sdh,REPLACE
1/21/2008 16:05,node 125,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
1/21/2008 16:05,node 494,DIMM,1 pdt entry on dimm 0A,DIAGNOSTICS
1/21/2008 16:06,node 728,DIMM,replaced 1gig dimm 1A due to 100 pdt entries,REPLACE
1/21/2008 16:07,node 797,DIMM,26 pdt entries on dimm 0B,DIAGNOSTICS
1/21/2008 16:07,node 76,DISK,replaced 73gig drive sdb,REPLACE
1/21/2008 16:07,node 485,DISK,replaced 73gig drive sdc due to thinking problem was there,REPLACE
1/22/2008 16:10,node 493,DISK,replaced 36gig drive sdd,REPLACE
1/22/2008 16:11,node 728,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
1/23/2008 16:52,node 84,DIMM,2 pdt entries on dimm 0A,DIAGNOSTICS
1/23/2008 16:53,node 485,PLATFORM,replaced system board due to errors see in console log replaced both scsi cables due to them being damaged on their outside,REPLACE
1/23/2008 16:53,node 697,CPU,replaced cpu0 due to high amount of MC Cache check errors,REPLACE
1/23/2008 16:54,Lustre Storage System 15,HSV,replaced 72gig drive 10/11,REPLACE
1/24/2008 16:56,node 370,DIMM,1 pdt entry on dimms 1A and 2B,DIAGNOSTICS
1/24/2008 16:57,node 467,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
1/25/2008 16:57,node 186,DISK,replaced 73gig drive sdf,REPLACE
1/28/2008 16:59,node 346,DISK,replaced 73gig drive sdc,REPLACE
1/28/2008 16:59,node 121,OS,had a scsi issue resolved by changing switch settings on ds2100 reimaged,MISC
1/28/2008 17:00,node 831,DIMM,replaced 1gig dimm 3A,REPLACE
1/29/2008 17:01,node 792,DIMM,3 pdt entries on dimm 3B 1 pdt entry on dimm 5B,DIAGNOSTICS
1/29/2008 17:02,node 186,DISK,replaced 73gig drive sdf,REPLACE
1/29/2008 17:03,node 360,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
1/30/2008 17:04,Lustre Storage System 24,HSV,replaced 72gig drive 2/14,REPLACE
1/30/2008 17:05,Lustre Storage System 29,HSV,replaced 72gig drive 1/6,REPLACE
1/30/2008 17:05,node 97,DISK,replaced 73gig drive sdi,REPLACE
1/30/2008 17:06,node 236,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
1/30/2008 17:06,Lustre Storage System 21,HSV,replaced 72gig drive 1/5,REPLACE
1/30/2008 17:06,Lustre Storage System 24,HSV,replaced 72gig drive 1/8,REPLACE
2/1/2008 17:08,node 95,DIMM,2 pdt entries on dimm 2B,DIAGNOSTICS
2/1/2008 17:09,node 403,DISK,replaced 73gig drive sdi,REPLACE
2/1/2008 17:09,node 466,OS,ran diagnostics passed,DIAGNOSTICS
2/1/2008 17:10,node 536,PLATFORM,Hang caused by I/O err on internal scsi channel replaced system board,REPLACE
2/1/2008 17:10,node 42,DISK,Hang caused by I/O err on sdi replaced 73gig drive,REBOOT
2/1/2008 17:11,node 186,DISK,replaced 73gig drive sdf,REPLACE
2/1/2008 17:12,node 736,DISK,replaced 36gig drive sdb,REPLACE
2/5/2008 17:22,node 108,DISK,Hang caused by I/O err on drive sdb,REBOOT
2/5/2008 17:22,node 152,DISK,replaced 73gig drive sde,REPLACE
2/5/2008 17:23,node 342,DIMM,2 pdt entries on dimm 0B 1 pdt entry on dimm 5A,DIAGNOSTICS
2/5/2008 17:23,node 577,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
2/5/2008 17:24,node 639,CPU,52 MC Cache check errors all hardware passed diagnostics,DIAGNOSTICS
2/5/2008 17:24,node 463,DISK,replaced 73gig drive sdb,REPLACE
2/5/2008 17:25,node 730,DIMM,33 MC Cache Check errors on cpu0 all hardware passed diagnostics,DIAGNOSTICS
2/6/2008 17:28,node 499,DISK,replaced 73gig drive sdf,REPLACE
2/6/2008 17:28,node 520,OS,rebooted node passed all diagnostics,REBOOT
2/6/2008 17:29,Lustre Storage System 14,HSV,replaced 72gig drive 5/11,REPLACE
2/6/2008 17:29,Lustre Storage System 14,HSV,replaced 72gig drive 5/7,REPLACE
2/6/2008 17:30,Lustre Storage System 33,HSV,replaced 72gig drive 5/7,REPLACE
2/7/2008 10:42,node 27,DISK,replaced 73gig drive sdg,REPLACE
2/7/2008 10:43,node 336,DISK,replaced 73gig drive dsh,REPLACE
2/7/2008 10:43,node 356,DISK,replaced 73gig drive sdh,REPLACE
2/7/2008 10:44,node 153,DISK,replaced 73gig drive sdi but install took over an hour need to figure out why,REPLACE
2/7/2008 10:46,test node 4,DISK,replaced 36gig drive sdd swapped with sda still needs to reinstall,REPLACE
2/11/2008 10:48,node 153,DISK,replaced 36gig drive sda,REPLACE
2/11/2008 10:48,node 153,DISK,replaced 36gig drive sdd,REPLACE
2/11/2008 10:51,test node 4,CNTLR,Errors on 36gig drive didn't fix when drive was replaced replaced ds2100 and problem cleared.,REPLACE
2/11/2008 10:52,node 101,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
2/11/2008 10:52,node 242,DISK,replaced 73gig drive sdf,REPLACE
2/11/2008 10:53,node 502,DISK,replaced 73gig drive sdi,REPLACE
2/11/2008 10:53,node 568,OS,rebooted node ran diagnostics all passed,REBOOT
2/11/2008 10:54,node 760,CPU,replaced cpu0 due to 248 MC Cache check errors,REPLACE
2/11/2008 10:55,node 859,CPU,12 MC Cache check errors,DIAGNOSTICS
2/12/2008 10:56,node 327,DISK,hang caused by I/O err replaced 73gig drive sdi,REPLACE
2/11/2008 10:57,node 510,DISK,replaced 73gig drive sdb,REPLACE
2/12/2008 10:57,node 570,OS,rebooted node error cleared,REBOOT
2/13/2008 10:58,node 255,DIMM,1 pdt entry on dimm 0B,DIAGNOSTICS
2/14/2008 10:59,node 466,OS,system was hung rebooted node and ran diagnostics all passed,REBOOT
2/18/2008 11:00,node 353,DISK,replaced 73gig drive sde,REPLACE
2/18/2008 11:01,node 605,OS,system rebooted not sure why,REBOOT
2/18/2008 11:02,node 792,DIMM,10 pdt entries on dimm 3B 1 pdt entry on dimm 5B,DIAGNOSTICS
2/18/2008 11:02,node 873,DIMM,1 pdt entry on dimm 3B,DIAGNOSTICS
2/18/2008 11:03,Lustre Storage System 05,HSV,replaced blower 2 on enclosure 2,REPLACE
2/18/2008 11:04,Lustre Storage System 11,HSV,replaced 72gig drive 9/2,REPLACE
2/18/2008 11:04,Lustre Storage System 16,HSV,replaced 72gig drive 10/11,REPLACE
2/18/2008 11:04,Lustre Storage System 26,HSV,replaced 72gig drive 5/3,REPLACE
2/20/2008 12:03,node 151,DISK,replaced 73gig drive sdc,REPLACE
2/20/2008 12:04,node 465,DIMM,1 pdt entry on dimm 5A,DIAGNOSTICS
2/20/2008 12:20,node 470,DIMM,1 pdt entry on dimm 3A,DIAGNOSTICS
2/22/2008 12:22,node 49,DISK,problem caused by I/O error on drive - replaced 73gig drive sdi,REPLACE
2/25/2008 12:27,node 326,OS,reimaged node and ran diagnostics all passed good,UPDATE_SW
2/25/2008 12:56,node 523,DIMM,1 pdt entry on dimm 1A,DIAGNOSTICS
2/25/2008 15:01,Lustre Storage System 08,HSV,replaced blower 1 on enclosure 2,REPLACE
2/25/2008 15:01,Lustre Storage System 16,HSV,replaced 72gig drive 10/1,REPLACE
2/26/2008 15:02,node 722,CPU,8 MC Cache check errors on cpu0,DIAGNOSTICS
2/27/2008 15:02,node 168,DISK,replaced 73gig drive sde,REPLACE
2/27/2008 15:03,test node 7,CABLE,problem on scsi0 replaced scsi cable problem seemed to be fixed,REBOOT
2/27/2008 15:03,Lustre Storage System 08,HSV,replaced 72gig drive 3/8,REPLACE
2/27/2008 15:04,Lustre Storage System 16,HSV,replaced 72gig drive 9/13,REPLACE
2/29/2008 15:05,node 384,DISK,replaced 36gig drive sdd,REPLACE
3/3/2008 15:43,node 239,DIMM,1 pdt entry on dimms 0A and 4A,DIAGNOSTICS
3/3/2008 15:44,node 452,CPU,32 MC Cache check errors on cpu1 passed diagnostics,DIAGNOSTICS
